,author,text,date,stars
329,Brandon W.,"(I had to give a start but if I could I wouldn't I didn't even get to eat my food!)The head manager wearing a black chiefs coat was rude from the time we walked in to the time we left. We were seated at a table for four but there was only two of us. A larger group came and they needed the table which was fine. But the waiter shoved our plates over dropping our sliver-ware and napkins on the floor. When I stopped the waiter to tell him it's fine to take the table but the way he was doing it was rude; he said ""I have a larger party coming oh well""! I got up to speak to the manager in black coat, and he wasn't any better. He stated ""sorry he don't speak good English so it's ok""! I will never come back to this restaurant nor recommend it to anyone but instead cont. to eat at The stink'n rose or calzone they give better service and respect their guest! I left and went next door to TSR where they always kind and service is impeccable.
",2019-02-17,1.0
330,Orlando L.,"Was looking forward to eating here, was recommended by a local.. got the Mona Lisa pizza... when it came out it was a sloppy mess, soggy, all of the ingredients sliding off... it was mush.. so sad
",2018-11-10,1.0
331,Stephanie B.,"We ordered the calamari and bruschetta after our hike. The owner personally seated us, he is very personable. We sat outside under some heaters and enjoyed the view. Prices are affordable and they got us seated within 10 minutes. If you're looking for an authentic Italian restaurant this is it. He even got us some wine on the house. Mauricio is so sweet and I would definitely come back.
",2018-05-12,5.0
332,Michelle P.,"We came in for a super late lunch/early dinner on a Saturday. My boyfriend ordered the chicken parm and I ordered the chicken Marsala. They serve you bread while you wait, but it was cold and didn't taste freshly made. 

We waited a decent while for the food andour waiter had left the restaurant to move a car, so when the food was ready it just sat there on the bar. Finally another server noticed and brought it to us. 

The flavors of the food were great. The Marsala sauce was delicious; however, my chicken didn't seem fully cooked and it grossed me out. I had to stop eating the chicken and just focused on the sides.
",2017-11-09,3.0
333,Arielle C.,"If you are in the city and in the mood for Italian food, then look no further; Mona Lisa's got you covered. Besides the cutest ambiance (Instagram worthy), all the pastas on the menu are to die for. Creamy, saucy, tasty, and dare I say, addicting!!? 

Also, the owner Mauricio is always there to greet you as if you were the oldest of friends.
",2018-03-24,5.0
334,Juanita I.,"After being lured in by the friendly owner while we were perusing the menu on the sidewalk late one Friday night our experience quickly went downhill. 

We were seated at the teeniest table next to the kitchen, right where the servers rounded the corner. They kept bumping my husbands chair and apologizing.

I don't know if not ordering drinks or appetizers affected our service in any way but it was subpar at best. We had had a very late lunch and weren't ravenously hungry. 

We got some crusty bread to munch on as we preceded to wait forever on our food. Our table was also missing the balsamic vinegar that was on other tables and our server never came around so we could ask for it.

After waiting a good hour plus on our food it finally arrived. 

My husband ordered Spaghetti Carbonara and while good it just can't top the decadence of the one we had years ago in Rome.

I had been craving a Margarita Pizza so that was what I had ordered and it was delicious!

During our time waiting we had plenty of chances to observe those around us and it was quite interesting! The table next to us got the five star treatment as the gentleman knew the owner. Their complimentary three tiered hor dourve tray looked heavenly! The strangest part was when the lady disappeared into the bathroom and a couple of minutes later the gentleman slipped in too. Oh dear! Only for both of them to emerge minutes later. 

So, to recap. The food was good but the service lackluster. I'd skip the Mona Lisa.
",2018-01-16,2.0
335,Ema J.,"Authentic Italian, right down to the very long wait times. 

Pros: food was good, staff were friendly and fluent in Italian (with accents), food was good, atmosphere and decor were fantastic

Cons: service was excruciatingly slow (we were expecting this based on other reviews and it still exceeded our expectations!! We were there at 2 pm and there were only 4 other tables occupied). The only service I've ever had that was slower than this was in Italy - no joke - so maybe it's slow on purpose (which is why I gave them 4 stars. With American speeds it would be 5 and if I thought it wasn't slow on purpose then it would be 3 stars).
",2017-07-25,4.0
336,Shawn B.,"Been in the area since 1985 n stopped for a late lunch on Saturday around 3:00 pm - place was empty with maybe 3 other couples in the front - it was cold n we asked to be seated in the back since doors n windows were open n raining outside - ordered a spaghetti bolognese n chicken marsala - everyone knows that spaghetti sauce is supposed to stick to the spaghetti - I should've walked out when my dish had a ring of soupy watery sauce all around it - too hungry n ate it n will never be back - seemed one is also shunned upon for not ordering drinks -
",2019-02-03,1.0
337,Lynn F.,"Great Italian food in San Francisco.  Anytime I'm in the city, I take time to have dinner.  Make sure to have a reservation or there may be a wait as it's a very popular place.  Enjoy!
",2019-04-21,5.0
338,Meredith J.,"The service was outstanding.  Nicola treated my table like it was the only table in the packed restaurant.  It is because of his service that we will be coming back!
",2018-11-04,5.0
339,Colton T.,"This has to be the best Italian restaurant, no doubt. Great service from not only the server but the manager, Mauricio as well. I ordered Chicken San Francisco, like a tourist, and it was so good. Had to wait 15 minutes but it was 100% worth the wait.
",2019-04-20,5.0
340,William D.,"My favorite Italian restaurant in the city. The food is wonderful, the staff impeccable and super friendly. Always greeted with a smile and a thank you when leaving!!! I highly recommend!!!
",2018-11-30,5.0
341,Kayla M.,"this is my favorite italian restaurant ever it's literally the best food i've ever had and the bread that they bring out before the main course is UNMATCHED. the restaurant atmosphere makes it feel like i'm actually in italy which is exactly where everyone wants to be. if you're looking for the best italian food EVER i suggest you go to mona lisa. why go to italy to go get some okay pasta when you can get THE BEST pasta right here in the city sis!!!
",2019-06-08,5.0
