,author,stars,date,text
1236,Tammie W.,"My husband and I were skeptical coming here, since you're gambling with great views vs. great food but we ended up getting a booth facing the water and had a great meal.  Definitely a win win.  

The waitress brought our drinks and a basket of warm sliced sourdough bread with a tray of butter.  It was the best bread during our stay in SF because it was so warm and soft.  

I then ordered the Caesar salad which was dressed nicely, had a nice salty taste from the anchovies in the dressing and had killer garlic croutons that I could've eaten like popcorn.  The salad was plenty big enough to share with my eye candy.  I also ordered the Ahi entree which was a hefty ahi tuna steak encrusted in black and white sesame seeds and cooked to perfection and rare inside.  The was sitting on top of a bed of toasted and seasoned rice and an array of sautéed vegetables including bok choy which was so tasty.  

My husband ordered the sole which was sautéed and served in a caper sauce and atop of vegetables and fingerling potatoes.  

We were both very satisfied and full at the end of the meal.  The bill came with biscoff cookies which were a nice treat as well.  The hostesses were friendly, the manager checked in on the tables and our server was friendly and attentive.
",2016-09-06,4.0
1237,Darlene L.,"Delicious Dinner with a View. 
We were greeted at the door by a friendly hostess that escorted us to a table with a wonderful view of the bay and Alcatraz. 
We ordered several items to try. 
Dungeness Crab App - generous portion o   Fish and Chips - standard, nothing to get excited over, but worked for the kid. 
Mixed Grill - a portion of swordfish, salmon and shrimp with mash potatoes and asparagus, fish was flaky and cooked to perfection.
",2017-07-01,5.0
1238,Ronald R.,"Overall good restaurant. Food tastes good and is of good quality. Servers did ok, nothing special. Food was a little expensive for what u get. In the old days, u would get soup and/or salad included w/ ur entree @ a nice restaurant like this. Now everyone is doing the upscale steak house style and charging u a la cart. The restaurant quality is not high enough 4 this style of menu, but again it is good food. Lastly and not that I usually care and it is CA, but some ppl were so underdressed for a restaurant that apparently wants to up upper scale that it was shameful. If u want to go to a linen table cloth restaurant with $40-$50 plate and wait staff in formal wear, then leave ur tank top, wife beater tee shirt, and other ghetto clothes @ home and @ least put on a tee shirt and jeans.
",2018-05-25,4.0
1239,Diann U.,"Had an early dinner with friends here last night w/ no reservations. Wait time was about 10 minutes and was seated by the window which was really nice. Our server was quick and very accommodating in serving our table of 5. Entree servings was perfect as well and the complimentary bread was delicious :) When we were headed out there was alot of people waiting to be seated... I suggest go early by 5pm ...
",2017-06-04,5.0
1240,Galust K.,"To the best upscale seafood restaurant ive had in my life... thank you. Thank you for the GREATT FOOD you serve. I mean dang!!!!!! You gots to try it. Best clams, mussels, crab meat and lobster tail youve ever had, ive ever had.

I want you to know, it wont dissapoint
",2017-08-13,5.0
1241,Jenn S.,"Pretty solid spot in a big tourist area. I am always hesitant to go for pricier restaurants in that sort of area but this one did not disappoint!

The view is really nice of the harbor but I wouldn't say by any means that it is life changing if you can't sit right by the window, but it is worth it to ask. The food was really good. I ordered the tuna appetizer and salads.
",2016-09-26,4.0
1242,Kai L.,"Packed out on Sunday but fortunately had nice water view seats! You can ask server to borrow portable charger if you need to juice up your phone.  Tried their lobster tails, clams, shrimp ...
",2018-09-23,5.0
1243,Gretchen J.,"In the heart of touristy fisherman's warf/embarcadero boasting the best sourdough bread bowl of clam chowder and seafood dishes . Great service  good food and quite large portions too. Not a relaxing place but definitely yummy
",2018-04-08,4.0
1244,Karen S.,"We were starved and Fog Harbor had the best reviews on Yelp for Pier 39.  It was hard to find the entrance, but once we went up the stairs we were quickly greeted and seated.  

We had Ashley as our server and she was awesome.  We were seated at a table by the window and the view was great.   

After four days in Napa, I was wined out and went with the Cucumber Basil gimlet.  They were delicious.  My husband had one of the local draft beers.   We were given yummy warm sourdough bread and butter.  

Since I'm such a carb hound, I went with the soup and salad combo, which consisted of clam chowder in a bread bowl and a ceasar salad that I added grilled shrimp to.  The chowder was OK. Not great, just OK.  The rest was really good though and once I started dipping pieces of bread in the chowder, I had no complaints.  

My husband had the mixed seafood grill and enjoyed it.   If you are looking for seafood while on Pier 39, I'd recommend it.
",2016-07-17,4.0
1245,Jax W.,"By far the best thing I've had since being in San Fran. Got the ahi tuna steak and it made my taste buds jump! It truly just melted in my mouth. 
I can not wait to return one day to have this again. 
The mix drinks were fair. 
The atmosphere seemed like it was trying to be a bit classier but there was a lot more casual feel to it.
Overall service was decent. 
The view if you get seated well is enjoyable.
",2018-06-16,4.0
1246,Jake T.,"Going to the Piers and not eating at Fog Harbor is a mistake. This place is great. And if you're a solo traveler like I was, don't let the 2 hour wait scare you off. You can hover the bar and grab a seat to eat at.

I didn't catch her name, but my bartender was so great. She took care of me and I'm sure several others that evening without an issue at all. Food came out fast, the virgin drinks were tasty- especially the nojito, and all at a pretty decent price.

The oysters looked good, the crab sounded good, but for me it's always about the sourdough clam chowder bowl when in San Fran. And this place does it amazing! Definitely a must have in my book. Best place to eat on Pier 39 for me
",2017-07-05,5.0
1247,Ellen S.,"One of the nicer places to eat at Pier 39 and the wharf. Great service and the clam chowder really is the best!!!
",2019-05-24,5.0
1248,Flavio A.,"I had an awesome experience. Took my wife for a date and got a window seat with a view toward the bridge witch lit up while we had dinner. Food was on point. Planning another date soon with my wife we loved this place. It has hit my number one on my list on good food, good customer service, and above all good pricing. Can't wait for our next date. Totally recommend.
",2019-01-10,5.0
